symbol,sector,industry,longName,volume,profitMargins,sharesOutstanding,regularMarketPreviousClose,trailingPE,priceToBook
0806.HK,Financial Services,Asset Management,Value Partners Group Limited,1108700,0.17916,1855079936,4.46,36.69355,2.0431075
0807.HK,Industrials,Pollution & Treatment Controls,SIIC Environment Holdings Ltd.,38000,0.10551,2602820096,1.5,,3.3184855
0809.HK,Consumer Defensive,Packaged Foods,Global Bio-chem Technology Group Company Limited,1296000,-0.23592,7678799872,0.174,,
0810.HK,Financial Services,Asset Management,China Internet Investment Finance Holdings Limited,2848000,0.0,785921984,0.116,,0.8835979
0811.HK,Communication Services,Publishing,"Xinhua Winshare Publishing and Media Co., Ltd.",355000,0.12646,441936992,5.59,6.5176992,5.5731225
0812.HK,Financial Services,Capital Markets,Southwest Securities International Securities Limited,16984000,0.0,3661829888,0.28,,7.5714283
0813.HK,Real Estate,Real Estate—Development,Shimao Property Holdings Limited,2232681,0.09717,3288160000,29.3,9.655347,11.1026325
0814.HK,Consumer Cyclical,Specialty Retail,Beijing Jingkelong Company Limited,16000,0.0058899997,182160000,1.33,7.787341,2.141707
0815.HK,Consumer Cyclical,Luxury Goods,China Silver Group Limited,1990000,0.04164,1624199936,0.72,,2.7756653
0816.HK,Utilities,Utilities—Regulated Electric,Huadian Fuxin Energy Corporation Limited,914000,0.13775,2570220032,1.57,,3.5135133
0817.HK,Real Estate,Real Estate—Development,China Jinmao Holdings Group Limited,18106404,0.17802,11763200000,5.59,10.823224,11.649269
0818.HK,Technology,Software—Infrastructure,Hi Sun Technology (China) Limited,108000,0.094399996,2776829952,1.27,19.242424,0.7488208
0819.HK,Consumer Cyclical,Auto Parts,Tianneng Power International Limited,711000,0.03249,1126729984,5.34,4.256848,7.9940567
0821.HK,Financial Services,Capital Markets,Value Convergence Holdings Limited,372000,0.0,1230950016,0.335,,0.4245881
0822.HK,Industrials,Metal Fabrication,Ka Shui International Holdings Limited,68000,0.06361,893761024,0.36,2.793076,0.34167466
0825.HK,Consumer Cyclical,Department Stores,New World Department Store China Limited,426000,0.0090499995,1686150016,1.39,68.0,0.3924964
0826.HK,Basic Materials,Steel,Tiangong International Company Limited,2224000,0.05909,2539200000,2.95,24.276672,9.965986
0827.HK,Basic Materials,Chemicals,Ko Yo Chemical (Group) Limited,36000,-0.24997999,5338039808,0.152,,5.629629
0828.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Dynasty Fine Wines Group Limited,694000,-0.26488,1248199936,0.34,,3.9080462
0829.HK,Consumer Defensive,Packaged Foods,Shenguan Holdings (Group) Limited,156000,0.08180001,3232310016,0.29,10.187949,2.2480621
0830.HK,Industrials,Engineering & Construction,China State Construction Development Holdings Limited,52000,0.043070003,2155549952,0.73,10.595066,1.3248639
0831.HK,Consumer Cyclical,Department Stores,Convenience Retail Asia Limited,96000,0.03638,762531008,3.52,14.440283,4.101655
0832.HK,Real Estate,Real Estate—Development,Central China Real Estate Limited,238000,0.066139996,2731760128,4.18,8.326724,8.433735
0833.HK,Technology,Electronic Components,Alltronics Holdings Limited,1095000,0.03963,946115968,0.44,3.720508,0.6776859
0834.HK,Consumer Defensive,Packaged Foods,China Kangda Food Company Limited,24000,0.00308,432948000,0.7,47.29091,3.1111112
0836.HK,Utilities,Utilities—Independent Power Producers,China Resources Power Holdings Company Limited,1534262,0.071,4779120128,10.2,12.554217,0.68697256
0837.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Carpenter Tan Holdings Limited,102000,0.37862998,248714000,4.75,9.061237,11.613691
0838.HK,Industrials,Metal Fabrication,EVA Precision Industrial Holdings Limited,252000,0.01923,1717900032,0.6,12.5,0.39630118
0839.HK,Consumer Defensive,Education & Training Services,China Education Group Holdings Limited,552580,0.30315,2020199936,10.24,32.391083,22.51082
0840.HK,Industrials,Farm & Heavy Construction Machinery,Xinjiang Tianye Water Saving Irrigation System Company Limited,76000,-0.054,202400000,0.295,,1.5608466
0841.HK,Consumer Defensive,Packaged Foods,Asia Cassava Resources Holdings Limited,112000,0.00838,584726976,0.33,7.2869954,0.21974307
0842.HK,Industrials,Electrical Equipment & Parts,Leoch International Technology Limited,6000,0.01456,1357520000,0.6,6.587037,1.8237083
0844.HK,Consumer Cyclical,Apparel Manufacturing,Greatime International Holdings Limited,124000,0.0102699995,494335008,0.59,,6.195652
0845.HK,Real Estate,Real Estate—Development,Glorious Property Holdings Limited,11703000,0.0971,7792650240,0.23,2.8355625,2.825
0848.HK,Consumer Cyclical,Department Stores,Maoye International Holdings Limited,848000,0.089779995,5140329984,0.52,2.8805096,1.4406779
0851.HK,Financial Services,Capital Markets,Sheng Yuan Holdings Limited,4020000,0.0,3819709952,0.121,,
0852.HK,Energy,Oil & Gas Refining & Marketing,Strong Petrochemical Holdings Limited,1098000,0.00901,2124409984,0.425,21.75,0.6502242
0853.HK,Healthcare,Medical Devices,MicroPort Scientific Corporation,494330,0.08723,1618249984,7.53,59.987156,24.240505
0854.HK,Technology,Electronics & Computer Distribution,Willas-Array Electronics (Holdings) Limited,12600,-0.02543,85207000,2.6,,0.37823683
0855.HK,Utilities,Utilities—Regulated Water,China Water Affairs Group Limited,2322111,0.18843001,1604240000,5.84,7.015276,1.1833498
0856.HK,Technology,Electronics & Computer Distribution,VSTECS Holdings Limited,1182000,0.01194,1459299968,3.99,7.5745835,1.0903513
0857.HK,Energy,Oil & Gas Integrated,PetroChina Company Limited,50959330,0.01687,21098899456,3.62,10.932966,3.5707219
0858.HK,Healthcare,Medical Distribution,Extrawell Pharmaceutical Holdings Limited,160000,0.73845,2390000128,0.07,2.6119404,0.15418503
0859.HK,Real Estate,Real Estate Services,Zhongchang International Holdings Group Limited,534000,0.52889997,1125030016,0.325,21.428572,0.1754386
0860.HK,Consumer Cyclical,Auto Manufacturers,WE Solutions Limited,1084000,0.062119998,6787850240,0.455,,0.7165109
0861.HK,Technology,Information Technology Services,Digital China Holdings Limited,1175000,0.00071000005,1670979968,3.88,43.080357,0.7291273
0862.HK,Technology,Information Technology Services,Vision Values Holdings Limited,30000,-1.23312,3924189952,0.211,,1.7565218
0863.HK,Communication Services,Advertising Agencies,BC Technology Group Limited,20500,-2.45902,284484000,8.0,,78.43137
0864.HK,Real Estate,Real Estate Services,Wing Lee Property Investments Limited,24000,0.64884,386176000,0.59,,0.20825979
0865.HK,Real Estate,Real Estate—Development,Jiande International Holdings Limited,72000,0.12474,5837989888,0.109,,6.3749995
0866.HK,Energy,Thermal Coal,China Qinfa Group Limited,680000,0.46456,2493410048,0.195,0.28543824,
0867.HK,Healthcare,Drug Manufacturers—Specialty & Generic,China Medical System Holdings Limited,3218571,0.35909998,2480410112,11.26,13.644433,23.933748
0868.HK,Industrials,Building Products & Equipment,Xinyi Glass Holdings Limited,3664144,0.27703,4006870016,9.11,8.703878,1.8714402
0869.HK,Consumer Cyclical,Leisure,Playmates Toys Limited,44000,0.022650002,1180000000,0.42,1.8169876,0.48881036
0871.HK,Industrials,Engineering & Construction,China Dredging Environment Protection Holdings Limited,689000,-0.56913,1782370048,0.082,,0.36283186
0872.HK,Consumer Cyclical,Auto Parts,TUS International Limited,56000,-0.23389,2063619968,0.3,,0.7407408
0874.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,1579000,0.050640002,219900000,23.8,10.086009,11.98816
0875.HK,Consumer Defensive,Farm Products,China Finance Investment Holdings Limited,300,-0.48561,100023000,0.93,,0.4182156
0876.HK,Consumer Goods,Electronic Equipment,Kaisa Health Group Holdings Limited,520000,-0.09089,5042140160,0.197,,1.4744526
0877.HK,Technology,Communication Equipment,O-Net Technologies (Group) Limited,1285539,0.085930005,821448000,4.15,12.114285,1.4580467
0878.HK,Real Estate,Real Estate Services,Soundwill Holdings Limited,7500,1.2581301,283308992,9.33,3.945148,0.123873875
0880.HK,Consumer Cyclical,Resorts & Casinos,SJM Holdings Limited,1105000,0.0884,5664110080,8.08,16.071428,1.6426688
0881.HK,Consumer Cyclical,Auto & Truck Dealerships,Zhongsheng Group Holdings Limited,1175500,0.0335,2271699968,29.25,16.165686,26.108156
0882.HK,Utilities,Utilities—Diversified,Tianjin Development Holdings Limited,108000,0.12505001,1072769984,2.18,4.955672,0.20252694
0883.HK,Energy,Oil & Gas E&P,CNOOC Limited,13738559,0.25021,44647501824,11.28,8.410566,8.38279
0884.HK,Real Estate,Real Estate—Development,CIFI Holdings (Group) Co. Ltd.,14345314,0.12282,7880529920,6.14,,11.539888
0885.HK,Industrials,Conglomerates,Rentian Technology Holdings Limited,3670000,0.0,11022600192,0.012,2.3076923,
0886.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Silver Base Group Holdings Limited,633000,-0.03019,2260100096,0.17,,0.69827586
0887.HK,Consumer Cyclical,Luxury Goods,Emperor Watch & Jewellery Limited,40000,0.0481,6779460096,0.161,4.134367,0.2391629
0888.HK,Communication Services,Advertising Agencies,Bison Finance Group Limited,34000,0.11886,1184870016,1.03,,1.6346153
0889.HK,Technology,Electronic Components,Datronix Holdings Limited,52000,0.14213,320000000,0.8,5.333333,0.2962963
0891.HK,Consumer Cyclical,Apparel Retail,Trinity Limited,20000,0.00459,3598320128,0.23,,0.2015915
0893.HK,Basic Materials,Steel,China Vanadium Titano-Magnetite Mining Company Limited,69000,-0.15792,2249019904,0.172,,4.095238
0894.HK,Technology,Electronic Components,Man Yue Technology Holdings Limited,28000,0.03305,475548000,0.415,4.585635,0.1410605
0895.HK,Industrials,Waste Management,Dongjiang Environmental Company Limited,85600,0.108430006,200138000,6.21,11.567023,1.2479839
0896.HK,Industrials,Engineering & Construction,Hanison Construction Holdings Limited,16057,0.33101,1090919936,1.16,2.0466788,0.3221249
0897.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Wai Yuen Tong Medicine Holdings Limited,135000,0.096379995,1231640064,0.325,3.9156628,0.16323455
0898.HK,Real Estate,Real Estate Services,Multifield International Holdings Limited,4000,4.17731,4180369920,0.38,2.1689498,0.2249852
0899.HK,Financial Services,Credit Services,Asia Resources Holdings Limited,30000,-0.94135004,7611689984,0.053,,0.19133574
0900.HK,Financial Services,Credit Services,AEON Credit Service (Asia) Company Limited,72000,0.42466998,418766016,6.21,5.9477057,0.7914861
0901.HK,Financial Services,Asset Management,Eagle Ride Investment Holdings Limited,260000,0.0,1803559936,0.053,,
0902.HK,Utilities,Utilities—Independent Power Producers,"Huaneng Power International, Inc.",5710460,0.028280001,4700380160,3.9,115.34634,4.8822803
0904.HK,Consumer Defensive,Farm Products,China Green (Holdings) Limited,10520,-1.3690699,365158016,0.15,,0.19053876
0905.HK,Financial Services,Asset Management,Global Mastermind Capital Limited,16000,0.0,700334016,0.081,,0.15140186
0906.HK,Consumer Cyclical,Packaging & Containers,CPMC Holdings Limited,282000,0.04064,1160950016,3.31,13.413601,5.201238
0907.HK,Healthcare,Medical Instruments & Supplies,Elegance Optical International Holdings Limited,18000,-0.87017995,404368992,0.193,,0.2682927
0908.HK,Industrials,Marine Shipping,Zhuhai Holdings Investment Group Limited,444000,0.00962,1427800064,1.16,8.357769,5.7843137
0910.HK,Real Estate,Real Estate—Diversified,China Sandi Holdings Limited,36500,0.19755,5087209984,0.62,,0.8972504
0911.HK,,,Qianhai Health Holdings Limited,270000,,,0.21,,
0912.HK,Technology,Consumer Electronics,Suga International Holdings Limited,44000,0.030280001,282889984,1.63,8.503055,0.64930016
0913.HK,Financial Services,Asset Management,Unity Investments Holdings Limited,30000,0.0,1862320000,0.025,,0.13142857
0914.HK,Basic Materials,Building Materials,Anhui Conch Cement Company Limited,2149604,0.20397,1299600000,51.55,8.260121,17.810293
0915.HK,Consumer Cyclical,Specialty Retail,Daohe Global Group Limited,32000,-0.88922,1509590016,0.159,,12.230768
0916.HK,Utilities,Utilities—Renewable,China Longyuan Power Group Corporation Limited,3819935,0.13481,3340029952,4.63,8.237736,5.010941
0918.HK,Consumer Cyclical,Apparel Manufacturing,State Energy Group International Assets Holdings Limited,0,-0.048049998,,0.201,,6.4838715
0919.HK,Consumer Cyclical,Personal Services,Modern Beauty Salon Holdings Limited,4000,0.00433,904483968,0.147,,0.73170733
0921.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Hisense Home Appliances Group Co., Ltd.",1159000,0.04616,459590016,7.6,6.7305164,9.885057
0922.HK,Consumer Cyclical,Personal Services,Anxian Yuan China Holdings Limited,980000,0.06544,740545024,0.175,124.28571,0.21969697
0923.HK,Industrials,Waste Management,Integrated Waste Solutions Group Holdings Limited,252000,-0.34325,4823009792,0.05,,0.26455027
0924.HK,Industrials,Engineering & Construction,Khoon Group Limited,32000,0.07503,,0.53,,
0925.HK,Industrials,Conglomerates,Beijing Properties (Holdings) Limited,6000,0.07293,6969330176,0.216,,0.384755
0926.HK,Consumer Defensive,Packaged Foods,Besunyen Holdings Company Limited,1974000,0.17864999,1630210048,0.35,5.0140533,3.622449
0927.HK,Technology,Consumer Electronics,Fujikon Industrial Holdings Limited,10000,0.025179999,425839008,1.1,11.458333,0.70512825
0928.HK,Healthcare,Diagnostics & Research,Life Healthcare Group Limited,1020000,-2.5101402,5354290176,0.033,,0.6734694
0929.HK,Industrials,Metal Fabrication,IPE Group Limited,100000,0.06412,1052249984,0.8,9.617755,0.47882137
0931.HK,Energy,Oil & Gas Refining & Marketing,China LNG Group Limited,33001,-0.09522,5643800064,0.46,,7.5833335
0932.HK,Consumer Defensive,Packaged Foods,Shunten International (Holdings) Limited,208000,-0.04053,2339599872,0.375,,3.3944955
0934.HK,Energy,Oil & Gas Midstream,Sinopec Kantons Holdings Limited,5878000,0.78899,2486159872,3.12,6.323877,0.6654229
0935.HK,Industrials,Integrated Freight & Logistics,Dragon Crown Group Holdings Limited,312000,0.20657,1220630016,0.6,10.948906,0.6960557
0936.HK,Industrials,Rental & Leasing Services,Eagle Legend Asia Limited,260000,-0.17862,1060000000,0.64,,2.2846444
0938.HK,Consumer Cyclical,Luxury Goods,Man Sang International Limited,14770,-0.96942,1906169984,0.4,,1.3157896
0939.HK,Financial Services,Banks—Diversified,China Construction Bank Corporation,108410850,0.51853,240416997376,6.31,5.5770245,5.669643
0941.HK,Communication Services,Telecom Services,China Mobile Limited,3529646,0.14213,20475500544,60.0,9.095839,7.7751665
0943.HK,Consumer Defensive,Household & Personal Products,eForce Holdings Limited,1440030,0.01711,10721699840,0.131,,0.929078
0945.HK,Financial Services,Insurance—Life,Manulife Financial Corporation,13186,0.0598,1946040064,150.1,11.185433,9.801368
0947.HK,Technology,Communication Equipment,"MOBI Development Co., Ltd.",2025000,0.01863,819587008,0.88,39.80272,4.2990656
0948.HK,Technology,Communication Equipment,Alpha Professional Holdings Limited,202000,-0.24915001,305076000,1.07,9.816514,1.9669118
0950.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Lee's Pharmaceutical Holdings Limited,9000,0.25422,587920000,3.88,5.405405,0.99843174
0951.HK,Consumer Cyclical,Auto Parts,Chaowei Power Holdings Limited,62000,0.02358,1104130048,2.72,6.409009,5.367793
0952.HK,Financial Services,Capital Markets,China Tonghai International Financial Limited,12,0.18341999,6197049856,0.42,24.835426,0.4377637
0953.HK,Communication Services,Entertainment,Shaw Brothers Holdings Limited,200000,0.04397,1419609984,0.173,17.068573,3.909091
0954.HK,Basic Materials,Chemicals,Changmao Biochemical Engineering Company Limited,408000,0.12725,183700000,0.72,,4.2352943
0956.HK,Utilities,Utilities—Diversified,China Suntien Green Energy Corporation Limited,1939000,0.118590005,1839000064,2.17,5.763901,5.5725193
0958.HK,Utilities,Utilities—Renewable,Huaneng Renewables Corporation Limited,9420000,0.30178,5031220224,3.01,9.080385,7.926509
0959.HK,Consumer Cyclical,Leisure,Amax International Holdings Limited,6000,0.0,1282480000,0.08,,2.9629629
0960.HK,Real Estate,Real Estate—Diversified,Longfor Group Holdings Limited,1221500,0.13452,5971990016,32.6,10.362341,17.56829
0966.HK,Financial Services,Insurance—Life,China Taiping Insurance Holdings Company Limited,1877089,0.037890002,3594020096,18.64,10.2603035,0.8898923
0968.HK,Technology,Solar,Xinyi Solar Holdings Limited,7872919,0.21384001,8081569792,5.43,,3.2432435
0969.HK,Consumer Defensive,Confectioners,Hua Lien International (Holding) Company Limited,176000,-0.50518,2191180032,0.068,,
0970.HK,Consumer Cyclical,Auto & Truck Dealerships,Sparkle Roll Group Limited,456000,0.03416,4905330176,0.249,12.45,0.57505774
0973.HK,Consumer Defensive,Household & Personal Products,L'Occitane International S.A.,224323,0.08748999,1445139968,19.34,27.056353,27.10674
0974.HK,Consumer Defensive,Grocery Stores,China Shun Ke Long Holdings Limited,77000,5e-05,290456992,1.35,,9.507042
0975.HK,Basic Materials,Coking Coal,Mongolian Mining Corporation,651000,0.15577,1029180032,0.68,1.085014,0.8232446
0976.HK,Industrials,Metal Fabrication,Chiho Environmental Group Limited,56000,0.00386,1605149952,0.405,1.66,0.12952559
